,D0_4,D0_5,D0_6,D0_7,D0_8,D0_9,D0_10,D0_11,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D3_10,D3_11,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D4_11,N0_4,N0_5,N0_6,N0_7,N0_8,N0_9,N0_10,N0_11,W0_4,W0_5,W0_6,W0_7,W0_8,W0_9,W0_10,W0_11,W1_4,W1_5,W1_6,W1_7,W1_8,W1_9,W1_10,W1_11,W2_4,W2_5,W2_6,W2_7,W2_8,W2_9,W2_10,W2_11,W3_4,W3_5,W3_6,W3_7,W3_8,W3_9,W3_10,W3_11,W4_4,W4_5,W4_6,W4_7,W4_8,W4_9,W4_10,W4_11,average_temp_4,average_temp_5,average_temp_6,average_temp_7,average_temp_8,average_temp_9,average_temp_10,average_temp_11,yield,state_ALABAMA,state_ARIZONA,state_ARKANSAS,state_CALIFORNIA,state_COLORADO,state_DELAWARE,state_FLORIDA,state_GEORGIA,state_IDAHO,state_ILLINOIS,state_INDIANA,state_IOWA,state_KANSAS,state_KENTUCKY,state_LOUISIANA,state_MARYLAND,state_MICHIGAN,state_MINNESOTA,state_MISSISSIPPI,state_MISSOURI,state_MONTANA,state_NEBRASKA,state_NEW JERSEY,state_NEW MEXICO,state_NEW YORK,state_NORTH CAROLINA,state_NORTH DAKOTA,state_OHIO,state_OKLAHOMA,state_OREGON,state_SOUTH CAROLINA,state_SOUTH DAKOTA,state_TENNESSEE,state_TEXAS,state_UTAH,state_VIRGINIA,state_WASHINGTON,state_WEST VIRGINIA,state_WISCONSIN,state_WYOMING,year_1970,year_1971,year_1972,year_1973,year_1974,year_1975,year_1976,year_1977,year_1978,year_1979,year_1980,year_1981,year_1982,year_1983,year_1984,year_1985,year_1986,year_1987,year_1988,year_1989,year_1990,year_1991,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,99.9,100.0,100.0,99.9,100.0,100.1,100.0,99.9,99.9,100.0,100.0,97.9,100.0,100.1,100.0,99.9,99.8,99.7,98.4,68.3,81.3,85.5,98.9,99.3,97.3,97.1,83.9,30.1,54.1,60.8,90.1,83.5,84.6,60.2,34.7,3.0,19.2,27.8,61.4,56.6,62.0,71.2,77.9,78.8,75.7,69.4,59.8,35.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,0.0,0.0,0.0,0.0,0.9,1.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,2.0,4.3,18.6,38.9,28.2,29.6,17.2,91.8,97.9,95.6,81.4,60.2,70.7,70.1,82.9,71.3,82.5,87.3,62.7,47.7,60.1,57.9,71.7,21.7,38.9,45.4,19.1,22.7,35.7,22.3,44.1,2.9,5.5,15.6,5.5,9.9,23.0,10.8,28.3,0.0,0.1,0.3,0.0,1.8,13.6,3.3,9.9,58.8,65.9,71.6,76.4,78.8,71.4,63.5,55.6,44.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,7.8,15.3,15.8,38.4,15.9,44.2,62.0,99.9,92.2,84.7,84.2,61.6,84.2,55.8,37.6,85.7,74.1,50.6,52.3,30.9,48.4,35.1,24.2,51.9,34.8,8.9,9.2,10.4,18.5,14.4,8.9,33.1,14.8,4.0,4.5,5.5,9.2,7.1,3.9,10.8,4.1,2.2,2.5,3.6,4.1,4.0,1.9,53.2,64.8,73.0,77.4,78.8,73.3,65.3,56.6,50.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,61.2,73.3,54.7,45.1,62.7,60.1,24.5,48.4,50.5,55.1,27.4,18.1,35.5,32.5,10.4,23.5,21.6,8.7,4.7,3.0,5.9,10.5,0.9,2.2,2.5,0.1,0.1,0.0,0.4,3.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,38.1,26.6,45.3,51.9,35.2,38.2,69.6,51.0,0.6,0.1,0.1,3.0,2.0,1.6,5.8,0.7,0.0,0.0,0.0,1.2,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2,62.4,68.2,75.8,77.6,73.2,62.7,49.0,56.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,80.3,87.5,88.6,93.7,32.4,18.0,27.2,11.3,66.3,75.4,67.9,71.9,19.4,5.4,11.1,3.2,23.6,31.6,20.9,27.3,8.8,0.0,0.2,0.0,12.6,13.3,2.2,8.7,3.4,0.0,0.0,0.0,1.6,1.6,0.0,1.7,0.0,0.0,0.0,0.0,19.1,12.4,11.5,6.3,60.2,64.2,58.8,57.3,0.6,0.1,0.0,0.0,0.1,17.7,14.0,31.5,0.1,0.0,0.0,0.0,0.0,8.2,4.8,17.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,67.8,75.4,80.1,80.6,77.5,68.1,56.2,53.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,46.4,27.1,46.7,38.4,39.9,36.7,60.0,25.0,37.6,17.8,29.8,22.6,25.0,25.0,40.4,14.1,10.4,2.6,9.9,7.9,12.1,11.6,20.7,2.5,0.9,0.0,3.0,1.9,6.8,5.1,13.3,0.0,0.0,0.0,0.0,0.0,2.5,1.3,5.0,0.0,39.6,55.9,52.5,57.4,53.4,54.1,38.7,59.8,14.1,16.9,0.8,4.3,6.7,9.2,1.1,15.2,5.8,4.4,0.0,0.7,2.2,4.2,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,65.4,72.2,79.6,81.2,77.2,67.3,56.5,60.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,2.2,1.2,1.4,0.0,0.0,0.5,1.4,1.0,0.9,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,6.0,5.3,3.2,5.9,6.5,5.9,7.6,83.9,92.8,93.3,96.7,94.1,92.9,92.7,91.3,72.1,89.8,91.8,94.1,92.7,90.7,90.2,84.4,41.8,58.9,70.2,89.8,84.8,70.5,66.6,39.6,18.3,37.6,39.8,78.4,64.6,43.3,29.4,18.4,4.2,7.5,4.7,35.5,11.4,12.0,3.9,5.1,56.1,63.4,70.6,76.7,78.2,73.6,66.3,55.0,58.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,46.6,41.8,59.3,65.9,83.4,58.0,52.2,43.9,37.8,34.7,47.7,57.5,67.3,52.7,44.9,38.1,20.9,17.6,17.5,37.8,53.5,38.9,28.2,23.1,7.0,7.4,0.5,19.6,41.5,29.1,12.1,8.3,1.3,1.5,0.0,1.1,13.6,6.1,0.9,1.1,33.3,36.8,35.1,31.4,16.4,38.9,44.0,43.2,20.1,21.4,5.8,2.7,0.2,3.1,3.7,12.8,6.1,6.6,0.7,0.5,0.0,0.9,0.9,5.1,0.0,0.1,0.0,0.0,0.0,0.2,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.8,63.6,73.3,81.6,84.6,80.3,67.8,53.8,28.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,99.3,51.2,63.8,57.4,50.8,37.8,8.2,13.2,91.3,29.1,44.8,30.5,30.2,17.7,2.5,4.9,56.2,7.7,8.9,10.6,5.8,3.5,0.0,0.1,35.0,0.8,2.4,3.7,1.6,0.1,0.0,0.0,13.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,48.8,36.2,42.0,45.0,60.2,55.5,68.9,0.0,0.0,0.0,0.5,4.2,2.0,36.4,17.9,0.0,0.0,0.0,0.0,0.3,0.1,13.1,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6,65.9,71.6,79.6,79.4,74.0,65.2,55.9,65.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,74.0,78.5,27.6,65.7,39.6,30.3,59.0,7.3,45.3,53.6,13.8,37.7,19.5,12.7,28.4,0.9,14.2,18.9,0.0,15.8,3.1,0.7,2.0,0.0,3.3,1.1,0.0,5.8,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.5,72.3,34.3,59.6,67.3,39.6,84.6,0.0,0.0,0.1,0.0,0.8,2.3,1.5,8.1,0.0,0.0,0.0,0.0,0.0,0.5,0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9,64.0,72.4,77.0,79.9,75.2,65.8,55.6,90.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,0.0,0.0,0.0,0.0,0.1,77.3,54.7,23.0,0.0,0.0,0.0,0.0,0.0,57.6,24.9,7.5,0.0,0.0,0.0,0.0,0.0,14.7,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,31.9,15.1,6.6,12.4,57.0,22.3,43.7,73.1,68.1,85.0,93.4,87.7,42.9,0.5,1.6,4.0,38.1,61.2,78.5,55.4,24.9,0.1,0.2,1.3,9.1,16.4,30.5,22.5,4.3,0.0,0.0,0.0,4.4,6.1,12.6,10.5,0.6,0.0,0.0,0.0,2.3,2.4,3.6,0.2,0.0,0.0,0.0,0.0,52.2,60.2,70.0,77.2,81.6,77.8,67.9,57.0,80.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,28.4,2.6,2.9,2.9,17.8,6.5,0.0,0.0,5.2,0.1,0.3,0.2,5.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.8,62.6,67.2,61.9,45.6,73.9,1.4,0.5,7.8,34.8,30.0,35.2,36.6,19.6,98.7,99.5,2.1,12.5,8.2,13.4,23.9,6.9,91.4,96.6,0.3,0.5,0.6,0.8,3.6,0.0,59.4,74.9,0.0,0.0,0.0,0.0,0.0,0.0,36.6,45.5,0.0,0.0,0.0,0.0,0.0,0.0,10.4,12.5,53.8,62.8,72.2,78.0,78.0,73.9,66.9,56.2,95.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,0.0,1.2,1.4,21.2,39.3,43.1,9.2,7.1,0.0,0.0,0.0,16.8,24.3,20.4,3.5,1.5,0.0,0.0,0.0,8.8,12.2,4.8,0.0,0.0,0.0,0.0,0.0,4.4,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,16.0,20.4,51.6,45.5,51.3,78.1,67.4,95.5,82.8,78.3,27.3,15.1,5.7,12.7,25.5,90.6,74.1,64.4,14.6,7.4,2.5,4.5,14.3,70.2,50.9,45.6,3.6,3.5,0.0,0.2,3.1,57.4,43.3,36.3,0.6,1.7,0.0,0.0,0.3,42.6,33.2,13.7,0.0,0.1,0.0,0.0,0.0,59.0,65.7,72.5,78.0,79.4,75.4,67.7,59.0,108.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,30.0,27.1,22.8,52.7,63.6,58.4,26.2,10.1,20.5,19.1,11.8,34.3,46.9,44.8,12.2,0.5,8.4,7.9,2.4,17.1,23.1,24.0,3.2,0.0,3.5,2.9,0.1,11.3,12.2,13.8,0.1,0.0,0.1,0.4,0.0,4.5,4.5,7.2,0.0,0.0,60.4,65.8,55.1,44.3,35.8,36.5,49.5,53.6,9.5,7.1,22.2,3.0,0.6,5.1,24.2,36.3,6.9,3.1,6.6,0.5,0.0,2.0,10.5,21.1,2.9,0.0,0.5,0.0,0.0,0.0,2.4,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2,65.9,73.5,80.6,80.1,76.0,68.4,55.0,106.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,26.8,41.4,35.6,58.2,78.9,72.9,64.0,35.6,10.4,19.6,15.2,28.0,53.5,46.0,31.3,9.6,1.6,1.8,1.2,2.8,8.1,8.0,2.6,0.0,0.0,0.4,0.0,0.0,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1,35.6,47.7,38.0,21.0,27.1,36.0,64.4,19.0,22.9,16.6,3.8,0.0,0.0,0.0,0.0,12.2,13.5,6.6,0.4,0.0,0.0,0.0,0.0,2.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,66.6,75.0,78.2,80.8,77.1,64.8,54.5,115.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,0.3,3.4,6.0,0.4,26.9,85.5,77.6,11.4,0.0,0.3,0.4,0.0,15.9,71.3,56.2,0.5,0.0,0.0,0.0,0.0,2.2,37.2,10.1,0.0,0.0,0.0,0.0,0.0,0.1,15.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,24.4,54.9,83.3,62.0,67.8,14.4,22.4,75.0,75.3,41.7,10.6,37.6,5.2,0.0,0.0,13.7,46.8,14.6,0.4,12.1,0.2,0.0,0.0,1.9,9.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.2,64.1,72.4,78.1,80.1,76.9,65.5,54.6,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,0.0,0.0,0.0,0.0,0.0,0.0,1.9,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,5.9,2.8,1.4,21.9,18.2,27.6,37.2,84.1,94.0,97.2,98.6,78.2,81.8,70.5,28.2,68.8,83.7,89.0,94.3,57.6,70.6,53.9,14.7,29.4,39.0,62.0,76.8,32.3,39.4,23.7,3.3,11.9,18.3,35.9,55.5,21.5,24.1,11.9,0.0,0.9,1.9,6.4,27.0,8.0,11.0,0.4,0.0,56.0,64.2,70.8,75.8,77.8,73.6,65.6,57.3,122.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.8,7.8,26.2,21.1,10.2,1.2,1.1,9.9,33.1,92.2,73.9,78.9,89.8,98.7,99.0,90.1,8.0,64.7,46.1,51.3,69.4,92.0,96.8,75.2,0.1,20.4,13.4,21.6,31.2,58.8,74.5,35.0,0.0,8.5,1.9,6.6,16.2,34.3,45.7,14.0,0.0,0.1,0.0,0.0,2.3,14.2,8.6,1.6,56.5,62.8,72.0,78.9,79.6,77.3,67.3,57.0,95.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,0.0,0.0,0.4,1.1,1.4,4.0,1.6,0.3,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,6.2,16.6,25.0,20.0,35.4,9.2,4.6,92.3,93.8,82.9,73.9,78.5,60.7,89.2,95.1,82.6,84.2,75.4,58.6,66.1,38.6,66.1,90.3,64.7,68.8,55.6,24.4,36.4,22.1,28.9,36.7,49.5,50.0,40.5,15.8,21.7,16.0,18.3,11.7,20.3,21.9,12.0,4.5,7.0,4.5,8.8,2.4,58.4,67.5,75.0,79.2,79.4,74.9,67.2,54.7,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,0.2,5.4,0.0,0.4,4.7,18.4,22.3,6.5,0.0,0.0,0.0,0.0,0.1,2.7,4.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2,77.7,59.0,78.3,82.7,70.5,69.0,78.8,40.5,16.8,41.0,21.2,12.6,11.2,8.6,14.7,15.4,7.0,15.5,5.9,1.6,2.9,1.4,3.7,1.5,0.6,2.9,1.2,0.4,1.1,0.3,0.8,0.3,0.2,0.8,0.3,0.2,0.5,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,56.5,63.6,70.4,76.6,76.6,72.2,66.0,54.9,130.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,30.1,30.9,26.1,37.6,37.1,30.3,15.2,3.0,15.5,9.0,8.8,17.3,15.8,14.7,4.8,0.7,0.0,0.0,0.0,2.7,1.6,1.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,38.3,51.1,35.9,49.0,47.3,62.4,64.8,26.0,30.7,22.8,26.5,13.9,22.3,22.4,32.2,16.9,21.0,12.1,12.9,4.6,12.6,11.3,13.7,3.7,6.8,3.8,3.8,0.3,3.4,2.5,3.4,0.8,1.5,1.3,0.9,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6,61.6,71.7,79.8,82.2,75.9,64.6,52.4,91.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,0.0,0.0,0.0,0.0,0.0,4.1,16.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,34.8,52.9,41.8,51.9,65.9,63.1,59.8,80.3,65.3,47.1,58.2,48.1,30.0,20.6,38.9,60.2,38.2,18.8,30.9,19.1,6.6,5.4,13.2,21.5,7.0,3.4,1.1,1.2,0.0,0.0,1.6,7.3,2.5,1.6,0.0,0.0,0.0,0.0,0.6,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,57.3,64.4,72.5,78.4,77.1,73.2,66.3,58.3,120.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
