,month,year,state,average_temp,monthly_mean_from_1901_to_2000,centroid_lon,centroid_lat
16624,11,1978,Maine,36.6,38.2,-69.22664746,45.37143349
16625,11,1978,Maryland,50.6,50.4,-76.77245461,39.0369223
16626,11,1978,Massachusetts,43.8,44.6,-71.79863942,42.2533024
16627,11,1978,Michigan,40.9,41,-85.43716696,44.35068131
16628,11,1978,Minnesota,35.7,36.5,-94.30901265,46.31633293
16629,11,1978,Mississippi,60.8,59.1,-89.66521368,32.75086663
16630,11,1978,Missouri,50.2,50.3,-92.47741016,38.36761316
16631,11,1978,Montana,33.3,36.4,-109.6451486,47.03353642
16632,11,1978,Nebraska,42.2,43.3,-99.81080907,41.52714896
16633,11,1978,Nevada,45.4,44.9,-116.6552255,39.35623735
16634,11,1978,New Hampshire,38.8,39.9,-71.57759415,43.68563175
16635,11,1978,New Jersey,49,48.6,-74.66075411,40.18442736
16636,11,1978,New Mexico,49.6,48.1,-106.1083886,34.42137076
16637,11,1978,New York,41.3,42.2,-75.50311828,42.94039011
16638,11,1978,North Carolina,55.6,54.4,-79.37237975,35.54153412
16639,11,1978,North Dakota,33.3,35.2,-100.4693211,47.44633852
16640,11,1978,Ohio,46.5,46.8,-82.7900612,40.29145221
16641,11,1978,Oklahoma,55.8,55,-97.50829271,35.58348565
16642,11,1978,Oregon,41.7,42.9,-120.5554134,43.93664816
16643,11,1978,Pennsylvania,44.6,44.9,-77.79955956,40.87383785
16644,11,1978,Rhode Island,46.1,46.7,-71.55361205,41.67608139
16645,11,1978,South Carolina,60,58.1,-80.89613969,33.90797425
16646,11,1978,South Dakota,38.1,39.8,-100.2305075,44.4361607
16647,11,1978,Tennessee,54,53,-86.34338037,35.84298709
16648,11,1978,Texas,61,60.3,-99.35069715,31.48446438
16649,11,1978,Utah,43.4,42.4,-111.6782164,39.32379475
16650,11,1978,Vermont,38,39.2,-72.66264936,44.07519583
16651,11,1978,Virginia,51.5,50.8,-78.81225447,37.51502389
16652,11,1978,Washington,39.7,41.9,-120.4468664,47.38096888
16653,11,1978,West Virginia,48,47.7,-80.61371197,38.64259874
16654,11,1978,Wisconsin,38.4,39.2,-90.01169426,44.63803019
16655,11,1978,Wyoming,34,35.8,-107.5514541,42.99964203
16656,12,1978,Alabama,52.9,50,-86.82837194,32.78983219
16657,12,1978,Arizona,43.4,45.3,-111.6644183,34.29310987
16658,12,1978,Arkansas,47.1,45.7,-92.43926766,34.89974533
16659,12,1978,California,43.1,46.3,-119.610699,37.24607067
16660,12,1978,Colorado,26.2,29.4,-105.5478247,38.99855182
16661,12,1978,Connecticut,35.8,34.7,-72.72570604,41.62028634
16662,12,1978,Delaware,43.4,40.9,-75.40040409,38.88701645
16663,12,1978,Florida,65.4,61.5,-81.79746387,28.62843926
16664,12,1978,Georgia,54.1,50.7,-83.44634183,32.64922907
16665,12,1978,Idaho,23,27.8,-114.6593823,44.08908951
16666,12,1978,Illinois,36.2,35.1,-89.19839676,40.06504091
16667,12,1978,Indiana,37.9,35.7,-86.27563973,39.90814123
16668,12,1978,Iowa,27.2,29.3,-93.50006496,42.07462688
16669,12,1978,Kansas,35.8,36.8,-98.38021317,38.48470815
16670,12,1978,Kentucky,43.1,40.8,-85.29045609,37.52666746
16671,12,1978,Louisiana,56.5,54.2,-92.58566202,31.05840696
16672,12,1978,Maine,24.8,25.5,-69.22664746,45.37143349
16673,12,1978,Maryland,42.4,40,-76.77245461,39.0369223
16674,12,1978,Massachusetts,34.3,33.7,-71.79863942,42.2533024
16675,12,1978,Michigan,28.8,29,-85.43716696,44.35068131
16676,12,1978,Minnesota,16.6,20.5,-94.30901265,46.31633293
16677,12,1978,Mississippi,52.9,50.3,-89.66521368,32.75086663
16678,12,1978,Missouri,39.2,38.3,-92.47741016,38.36761316
16679,12,1978,Montana,17.3,25.1,-109.6451486,47.03353642
16680,12,1978,Nebraska,26,30.5,-99.81080907,41.52714896
16681,12,1978,Nevada,31.4,35.1,-116.6552255,39.35623735
16682,12,1978,New Hampshire,27.7,27.9,-71.57759415,43.68563175
16683,12,1978,New Jersey,40.4,38.1,-74.66075411,40.18442736
16684,12,1978,New Mexico,37.6,38.2,-106.1083886,34.42137076
16685,12,1978,New York,31.2,30.5,-75.50311828,42.94039011
16686,12,1978,North Carolina,48.4,45.4,-79.37237975,35.54153412
16687,12,1978,North Dakota,14,19.5,-100.4693211,47.44633852
16688,12,1978,Ohio,37.5,35.6,-82.7900612,40.29145221
16689,12,1978,Oklahoma,43.4,43.7,-97.50829271,35.58348565
16690,12,1978,Oregon,30.2,34.7,-120.5554134,43.93664816
16691,12,1978,Pennsylvania,35.6,34.1,-77.79955956,40.87383785
16692,12,1978,Rhode Island,37.2,36.2,-71.55361205,41.67608139
16693,12,1978,South Carolina,52.7,49.4,-80.89613969,33.90797425
16694,12,1978,South Dakota,20.8,25.7,-100.2305075,44.4361607
16695,12,1978,Tennessee,46,43.3,-86.34338037,35.84298709
16696,12,1978,Texas,51,50.7,-99.35069715,31.48446438
16697,12,1978,Utah,27.8,31.5,-111.6782164,39.32379475
16698,12,1978,Vermont,27,26.8,-72.66264936,44.07519583
16699,12,1978,Virginia,44,41.1,-78.81225447,37.51502389
16700,12,1978,Washington,28.8,33.6,-120.4468664,47.38096888
16701,12,1978,West Virginia,40,37.6,-80.61371197,38.64259874
16702,12,1978,Wisconsin,22.6,24.9,-90.01169426,44.63803019
16703,12,1978,Wyoming,17.5,24.8,-107.5514541,42.99964203
16704,1,1979,Alabama,42.2,45.8,-86.82837194,32.78983219
16705,1,1979,Arizona,37,41,-111.6644183,34.29310987
16706,1,1979,Arkansas,34.4,40.5,-92.43926766,34.89974533
16707,1,1979,California,39.6,42.6,-119.610699,37.24607067
16708,1,1979,Colorado,16.6,24.5,-105.5478247,38.99855182
16709,1,1979,Connecticut,29,27.3,-72.72570604,41.62028634
16710,1,1979,Delaware,36,34.8,-75.40040409,38.88701645
16711,1,1979,Florida,58.2,58.2,-81.79746387,28.62843926
16712,1,1979,Georgia,44.7,46.6,-83.44634183,32.64922907
16713,1,1979,Idaho,14.4,23,-114.6593823,44.08908951
16714,1,1979,Illinois,20.9,27.4,-89.19839676,40.06504091
16715,1,1979,Indiana,24.3,28.5,-86.27563973,39.90814123
16716,1,1979,Iowa,12,20.3,-93.50006496,42.07462688
16717,1,1979,Kansas,22.4,30.2,-98.38021317,38.48470815
16718,1,1979,Kentucky,31.2,35,-85.29045609,37.52666746
16719,1,1979,Louisiana,46,50.2,-92.58566202,31.05840696
16720,1,1979,Maine,17.8,15.9,-69.22664746,45.37143349
16721,1,1979,Maryland,34.4,33.9,-76.77245461,39.0369223
16722,1,1979,Massachusetts,27.6,26.1,-71.79863942,42.2533024
16723,1,1979,Michigan,17.2,20.8,-85.43716696,44.35068131
16724,1,1979,Minnesota,1.8,9.7,-94.30901265,46.31633293
16725,1,1979,Mississippi,41.8,46.1,-89.66521368,32.75086663
16726,1,1979,Missouri,24.4,31.3,-92.47741016,38.36761316
16727,1,1979,Montana,7.4,18.8,-109.6451486,47.03353642
16728,1,1979,Nebraska,13.2,23.8,-99.81080907,41.52714896
16729,1,1979,Nevada,25.6,30.5,-116.6552255,39.35623735
16730,1,1979,New Hampshire,20.4,19.4,-71.57759415,43.68563175
16731,1,1979,New Jersey,33,31.4,-74.66075411,40.18442736
16732,1,1979,New Mexico,30.3,34,-106.1083886,34.42137076
16733,1,1979,New York,22.4,22.3,-75.50311828,42.94039011
16734,1,1979,North Carolina,40.2,40.8,-79.37237975,35.54153412
16735,1,1979,North Dakota,1.2,9.7,-100.4693211,47.44633852
16736,1,1979,Ohio,26,28.7,-82.7900612,40.29145221
16737,1,1979,Oklahoma,30.6,37.8,-97.50829271,35.58348565
16738,1,1979,Oregon,24.6,31.1,-120.5554134,43.93664816
16739,1,1979,Pennsylvania,26.4,27.1,-77.79955956,40.87383785
16740,1,1979,Rhode Island,31.2,29.1,-71.55361205,41.67608139
16741,1,1979,South Carolina,44,45.1,-80.89613969,33.90797425
16742,1,1979,South Dakota,8,17.4,-100.2305075,44.4361607
16743,1,1979,Tennessee,34.5,38.3,-86.34338037,35.84298709
16744,1,1979,Texas,41.4,46.2,-99.35069715,31.48446438
16745,1,1979,Utah,19.4,26.2,-111.6782164,39.32379475
16746,1,1979,Vermont,19,17.8,-72.66264936,44.07519583
16747,1,1979,Virginia,35.6,35.8,-78.81225447,37.51502389
16748,1,1979,Washington,22.3,29.5,-120.4468664,47.38096888
16749,1,1979,West Virginia,30,31.8,-80.61371197,38.64259874
16750,1,1979,Wisconsin,8.4,15.3,-90.01169426,44.63803019
16751,1,1979,Wyoming,7.8,19.5,-107.5514541,42.99964203
16752,2,1979,Alabama,40.7,46.6,-86.82837194,32.78983219
16753,2,1979,Arizona,39.4,42.7,-111.6644183,34.29310987
16754,2,1979,Arkansas,32,41.2,-92.43926766,34.89974533
16755,2,1979,California,41.8,43.9,-119.610699,37.24607067
16756,2,1979,Colorado,20,25.5,-105.5478247,38.99855182
16757,2,1979,Connecticut,22.6,25.9,-72.72570604,41.62028634
16758,2,1979,Delaware,28.4,33.8,-75.40040409,38.88701645
16759,2,1979,Florida,55.4,58.6,-81.79746387,28.62843926
16760,2,1979,Georgia,42.8,47.4,-83.44634183,32.64922907
16761,2,1979,Idaho,18.8,24.2,-114.6593823,44.08908951
16762,2,1979,Illinois,15,27.2,-89.19839676,40.06504091
16763,2,1979,Indiana,17.2,28,-86.27563973,39.90814123
16764,2,1979,Iowa,7.6,20.2,-93.50006496,42.07462688
16765,2,1979,Kansas,19.8,31.2,-98.38021317,38.48470815
16766,2,1979,Kentucky,26.4,35,-85.29045609,37.52666746
16767,2,1979,Louisiana,44.5,50.9,-92.58566202,31.05840696
16768,2,1979,Maine,13.7,14.1,-69.22664746,45.37143349
16769,2,1979,Maryland,27,33.1,-76.77245461,39.0369223
16770,2,1979,Massachusetts,21.7,24.6,-71.79863942,42.2533024
16771,2,1979,Michigan,11.4,18.6,-85.43716696,44.35068131
16772,2,1979,Minnesota,-0.6,9.3,-94.30901265,46.31633293
16773,2,1979,Mississippi,40,46.7,-89.66521368,32.75086663
16774,2,1979,Missouri,19.7,31.6,-92.47741016,38.36761316
16775,2,1979,Montana,8.2,19,-109.6451486,47.03353642
16776,2,1979,Nebraska,12.6,24.5,-99.81080907,41.52714896
16777,2,1979,Nevada,28.8,32,-116.6552255,39.35623735
16778,2,1979,New Hampshire,15.2,17.8,-71.57759415,43.68563175
16779,2,1979,New Jersey,25.8,30.1,-74.66075411,40.18442736
16780,2,1979,New Mexico,32.6,35.8,-106.1083886,34.42137076
16781,2,1979,New York,14.8,20.2,-75.50311828,42.94039011
16782,2,1979,North Carolina,36.6,41,-79.37237975,35.54153412
16783,2,1979,North Dakota,-2.8,9.1,-100.4693211,47.44633852
16784,2,1979,Ohio,18.9,27.9,-82.7900612,40.29145221
16785,2,1979,Oklahoma,28.4,38.8,-97.50829271,35.58348565
16786,2,1979,Oregon,27.9,32.2,-120.5554134,43.93664816
16787,2,1979,Pennsylvania,19.4,25.9,-77.79955956,40.87383785
16788,2,1979,Rhode Island,24.8,27.5,-71.55361205,41.67608139
16789,2,1979,South Carolina,41.6,45.8,-80.89613969,33.90797425
16790,2,1979,South Dakota,5.2,17.5,-100.2305075,44.4361607
16791,2,1979,Tennessee,31.4,38.7,-86.34338037,35.84298709
16792,2,1979,Texas,41.4,47.4,-99.35069715,31.48446438
16793,2,1979,Utah,21.8,27.8,-111.6782164,39.32379475
16794,2,1979,Vermont,12.3,15.9,-72.66264936,44.07519583
16795,2,1979,Virginia,29.8,35.7,-78.81225447,37.51502389
16796,2,1979,Washington,25,30.7,-120.4468664,47.38096888
16797,2,1979,West Virginia,24.6,31.6,-80.61371197,38.64259874
16798,2,1979,Wisconsin,5.4,14.4,-90.01169426,44.63803019
16799,2,1979,Wyoming,12.3,20.3,-107.5514541,42.99964203
16800,3,1979,Alabama,49.7,51.6,-86.82837194,32.78983219
16801,3,1979,Arizona,45.1,47.1,-111.6644183,34.29310987
16802,3,1979,Arkansas,44.2,47.1,-92.43926766,34.89974533
16803,3,1979,California,46.3,47.1,-119.610699,37.24607067
16804,3,1979,Colorado,29.6,30.5,-105.5478247,38.99855182
16805,3,1979,Connecticut,28.8,30.9,-72.72570604,41.62028634
16806,3,1979,Delaware,34.8,38.5,-75.40040409,38.88701645
16807,3,1979,Florida,59.6,61.7,-81.79746387,28.62843926
16808,3,1979,Georgia,50.4,51.9,-83.44634183,32.64922907
16809,3,1979,Idaho,30,29.6,-114.6593823,44.08908951
16810,3,1979,Illinois,28.4,34.5,-89.19839676,40.06504091
16811,3,1979,Indiana,29.4,34.5,-86.27563973,39.90814123
16812,3,1979,Iowa,21.2,28.6,-93.50006496,42.07462688
16813,3,1979,Kansas,34,38,-98.38021317,38.48470815
16814,3,1979,Kentucky,37.7,40.9,-85.29045609,37.52666746
16815,3,1979,Louisiana,53.5,55.7,-92.58566202,31.05840696
16816,3,1979,Maine,21.5,20.4,-69.22664746,45.37143349
16817,3,1979,Maryland,34.4,38.1,-76.77245461,39.0369223
16818,3,1979,Massachusetts,27.9,29.6,-71.79863942,42.2533024
16819,3,1979,Michigan,21.1,24.1,-85.43716696,44.35068131
16820,3,1979,Minnesota,12.8,18.6,-94.30901265,46.31633293
16821,3,1979,Mississippi,49.6,52,-89.66521368,32.75086663
16822,3,1979,Missouri,33.6,38.7,-92.47741016,38.36761316
16823,3,1979,Montana,22.2,25.4,-109.6451486,47.03353642
16824,3,1979,Nebraska,26.7,31.3,-99.81080907,41.52714896
16825,3,1979,Nevada,36.4,36.8,-116.6552255,39.35623735
16826,3,1979,New Hampshire,22.8,23.6,-71.57759415,43.68563175
16827,3,1979,New Jersey,32.3,34.9,-74.66075411,40.18442736
16828,3,1979,New Mexico,39.4,40.6,-106.1083886,34.42137076
16829,3,1979,New York,23,25.6,-75.50311828,42.94039011
16830,3,1979,North Carolina,43.2,45.6,-79.37237975,35.54153412
16831,3,1979,North Dakota,9.8,18.3,-100.4693211,47.44633852
16832,3,1979,Ohio,29.8,33.7,-82.7900612,40.29145221
16833,3,1979,Oklahoma,41.5,45.3,-97.50829271,35.58348565
16834,3,1979,Oregon,37.3,36.2,-120.5554134,43.93664816
16835,3,1979,Pennsylvania,27.9,31.2,-77.79955956,40.87383785
16836,3,1979,Rhode Island,30,32,-71.55361205,41.67608139
16837,3,1979,South Carolina,48.7,50.3,-80.89613969,33.90797425
16838,3,1979,South Dakota,18.8,25.3,-100.2305075,44.4361607
16839,3,1979,Tennessee,41.6,44.3,-86.34338037,35.84298709
16840,3,1979,Texas,51.3,52.9,-99.35069715,31.48446438
16841,3,1979,Utah,31,33.8,-111.6782164,39.32379475
16842,3,1979,Vermont,20.6,21.8,-72.66264936,44.07519583
16843,3,1979,Virginia,37.4,40.7,-78.81225447,37.51502389
16844,3,1979,Washington,36,35.8,-120.4468664,47.38096888
16845,3,1979,West Virginia,33.6,36.8,-80.61371197,38.64259874
16846,3,1979,Wisconsin,18,22.3,-90.01169426,44.63803019
16847,3,1979,Wyoming,25.3,25.7,-107.5514541,42.99964203
16848,4,1979,Alabama,59.7,59,-86.82837194,32.78983219
16849,4,1979,Arizona,52.2,53.2,-111.6644183,34.29310987
16850,4,1979,Arkansas,56.1,55.9,-92.43926766,34.89974533
16851,4,1979,California,51.4,51.4,-119.610699,37.24607067
16852,4,1979,Colorado,38.4,38.1,-105.5478247,38.99855182
16853,4,1979,Connecticut,42.8,40.7,-72.72570604,41.62028634
16854,4,1979,Delaware,48.7,47.4,-75.40040409,38.88701645
16855,4,1979,Florida,67.2,66.7,-81.79746387,28.62843926
16856,4,1979,Georgia,60.2,59.2,-83.44634183,32.64922907
16857,4,1979,Idaho,36.6,36.7,-114.6593823,44.08908951
16858,4,1979,Illinois,44.3,45.7,-89.19839676,40.06504091
16859,4,1979,Indiana,44.9,45.1,-86.27563973,39.90814123
16860,4,1979,Iowa,38.2,41.4,-93.50006496,42.07462688
16861,4,1979,Kansas,48.2,48,-98.38021317,38.48470815
16862,4,1979,Kentucky,50.8,50.2,-85.29045609,37.52666746
16863,4,1979,Louisiana,63.2,62.6,-92.58566202,31.05840696
16864,4,1979,Maine,36,32,-69.22664746,45.37143349
16865,4,1979,Maryland,48.5,47.3,-76.77245461,39.0369223
16866,4,1979,Massachusetts,41.5,39.4,-71.79863942,42.2533024
16867,4,1979,Michigan,35.9,35.4,-85.43716696,44.35068131
16868,4,1979,Minnesota,29.8,33.3,-94.30901265,46.31633293
16869,4,1979,Mississippi,60.2,59.6,-89.66521368,32.75086663
16870,4,1979,Missouri,48.2,49,-92.47741016,38.36761316
16871,4,1979,Montana,33.8,35.1,-109.6451486,47.03353642
16872,4,1979,Nebraska,41.7,41.8,-99.81080907,41.52714896
16873,4,1979,Nevada,43.1,43.1,-116.6552255,39.35623735
16874,4,1979,New Hampshire,37.7,34.8,-71.57759415,43.68563175
16875,4,1979,New Jersey,46.3,44.3,-74.66075411,40.18442736
16876,4,1979,New Mexico,47,47.5,-106.1083886,34.42137076
16877,4,1979,New York,38.8,36.6,-75.50311828,42.94039011
16878,4,1979,North Carolina,54.8,53.6,-79.37237975,35.54153412
16879,4,1979,North Dakota,27,33.1,-100.4693211,47.44633852
16880,4,1979,Ohio,45,43.8,-82.7900612,40.29145221
16881,4,1979,Oklahoma,54.2,54.4,-97.50829271,35.58348565
16882,4,1979,Oregon,42.1,41.1,-120.5554134,43.93664816
16883,4,1979,Pennsylvania,42.8,41.4,-77.79955956,40.87383785
16884,4,1979,Rhode Island,43.1,40.9,-71.55361205,41.67608139
16885,4,1979,South Carolina,59.2,57.9,-80.89613969,33.90797425
16886,4,1979,South Dakota,35.8,37.8,-100.2305075,44.4361607
16887,4,1979,Tennessee,53.6,53,-86.34338037,35.84298709
16888,4,1979,Texas,60.8,60.6,-99.35069715,31.48446438
16889,4,1979,Utah,40.6,41.3,-111.6782164,39.32379475
16890,4,1979,Vermont,37,33.5,-72.66264936,44.07519583
16891,4,1979,Virginia,50.7,49.3,-78.81225447,37.51502389
16892,4,1979,Washington,42.6,41.8,-120.4468664,47.38096888
16893,4,1979,West Virginia,47.1,46,-80.61371197,38.64259874
16894,4,1979,Wisconsin,33.6,35.4,-90.01169426,44.63803019
16895,4,1979,Wyoming,34.8,34,-107.5514541,42.99964203
16896,5,1979,Alabama,66.6,66.8,-86.82837194,32.78983219
16897,5,1979,Arizona,60.2,60.8,-111.6644183,34.29310987
16898,5,1979,Arkansas,63.4,64.6,-92.43926766,34.89974533
16899,5,1979,California,58,57.3,-119.610699,37.24607067
16900,5,1979,Colorado,46.5,47.2,-105.5478247,38.99855182
16901,5,1979,Connecticut,52.8,51.4,-72.72570604,41.62028634
16902,5,1979,Delaware,57.6,57.1,-75.40040409,38.88701645
16903,5,1979,Florida,72.9,72.1,-81.79746387,28.62843926
16904,5,1979,Georgia,67.1,67,-83.44634183,32.64922907
16905,5,1979,Idaho,44.9,45.1,-114.6593823,44.08908951
16906,5,1979,Illinois,55.2,56.8,-89.19839676,40.06504091
16907,5,1979,Indiana,54.2,56,-86.27563973,39.90814123
16908,5,1979,Iowa,51.6,53.9,-93.50006496,42.07462688
16909,5,1979,Kansas,57.1,58.4,-98.38021317,38.48470815
16910,5,1979,Kentucky,58.3,59.8,-85.29045609,37.52666746
16911,5,1979,Louisiana,69.4,69.8,-92.58566202,31.05840696
16912,5,1979,Maine,46.3,44.4,-69.22664746,45.37143349
16913,5,1979,Maryland,57.2,57.3,-76.77245461,39.0369223
16914,5,1979,Massachusetts,51.6,50.2,-71.79863942,42.2533024
16915,5,1979,Michigan,46.1,47.7,-85.43716696,44.35068131
16916,5,1979,Minnesota,43.2,47.7,-94.30901265,46.31633293
16917,5,1979,Mississippi,67,67.4,-89.66521368,32.75086663
16918,5,1979,Missouri,58,59.3,-92.47741016,38.36761316
16919,5,1979,Montana,43,45.4,-109.6451486,47.03353642
16920,5,1979,Nebraska,51.8,53.1,-99.81080907,41.52714896
16921,5,1979,Nevada,51.2,50.7,-116.6552255,39.35623735
16922,5,1979,New Hampshire,48,46.7,-71.57759415,43.68563175
16923,5,1979,New Jersey,55.4,54.6,-74.66075411,40.18442736
16924,5,1979,New Mexico,54.8,55.7,-106.1083886,34.42137076
16925,5,1979,New York,49,48.7,-75.50311828,42.94039011
16926,5,1979,North Carolina,62.2,62.1,-79.37237975,35.54153412
16927,5,1979,North Dakota,40.8,47.5,-100.4693211,47.44633852
16928,5,1979,Ohio,53.6,54.7,-82.7900612,40.29145221
16929,5,1979,Oklahoma,62,63.8,-97.50829271,35.58348565
16930,5,1979,Oregon,47.8,47.2,-120.5554134,43.93664816
16931,5,1979,Pennsylvania,51.6,52.2,-77.79955956,40.87383785
16932,5,1979,Rhode Island,52.8,50.9,-71.55361205,41.67608139
16933,5,1979,South Carolina,66.2,66.1,-80.89613969,33.90797425
16934,5,1979,South Dakota,47.6,50.4,-100.2305075,44.4361607
16935,5,1979,Tennessee,61.1,61.9,-86.34338037,35.84298709
16936,5,1979,Texas,67.2,68.6,-99.35069715,31.48446438
16937,5,1979,Utah,49.9,50.1,-111.6782164,39.32379475
16938,5,1979,Vermont,47.8,46.1,-72.66264936,44.07519583
16939,5,1979,Virginia,58.6,58.6,-78.81225447,37.51502389
16940,5,1979,Washington,48.8,48.5,-120.4468664,47.38096888
16941,5,1979,West Virginia,55,55.6,-80.61371197,38.64259874
16942,5,1979,Wisconsin,45.7,48.6,-90.01169426,44.63803019
16943,5,1979,Wyoming,43.2,43.6,-107.5514541,42.99964203
16944,6,1979,Alabama,72.4,74.1,-86.82837194,32.78983219
16945,6,1979,Arizona,69.1,69.7,-111.6644183,34.29310987
16946,6,1979,Arkansas,70.6,72.5,-92.43926766,34.89974533
16947,6,1979,California,66,64.4,-119.610699,37.24607067
16948,6,1979,Colorado,55.3,56.5,-105.5478247,38.99855182
16949,6,1979,Connecticut,62.1,61.1,-72.72570604,41.62028634
16950,6,1979,Delaware,65.5,66.4,-75.40040409,38.88701645
16951,6,1979,Florida,76.8,77.2,-81.79746387,28.62843926
16952,6,1979,Georgia,72.5,74.2,-83.44634183,32.64922907
16953,6,1979,Idaho,53.9,53,-114.6593823,44.08908951
16954,6,1979,Illinois,66.6,66.7,-89.19839676,40.06504091
16955,6,1979,Indiana,65.1,65.9,-86.27563973,39.90814123
16956,6,1979,Iowa,63.8,64.4,-93.50006496,42.07462688
16957,6,1979,Kansas,67,68.3,-98.38021317,38.48470815
16958,6,1979,Kentucky,66.6,68.5,-85.29045609,37.52666746
16959,6,1979,Louisiana,75.2,76.6,-92.58566202,31.05840696
16960,6,1979,Maine,56.9,55.2,-69.22664746,45.37143349
16961,6,1979,Maryland,65.2,66.4,-76.77245461,39.0369223
16962,6,1979,Massachusetts,61.2,60,-71.79863942,42.2533024
16963,6,1979,Michigan,57.4,58.5,-85.43716696,44.35068131
16964,6,1979,Minnesota,56.3,59,-94.30901265,46.31633293
16965,6,1979,Mississippi,73.1,74.8,-89.66521368,32.75086663
16966,6,1979,Missouri,67.7,68.6,-92.47741016,38.36761316
16967,6,1979,Montana,53.9,54.3,-109.6451486,47.03353642
16968,6,1979,Nebraska,62,63.3,-99.81080907,41.52714896
16969,6,1979,Nevada,60.6,59.4,-116.6552255,39.35623735
16970,6,1979,New Hampshire,58.4,57.1,-71.57759415,43.68563175
16971,6,1979,New Jersey,63.8,64.2,-74.66075411,40.18442736
16972,6,1979,New Mexico,62.6,64.6,-106.1083886,34.42137076
16973,6,1979,New York,59.1,59,-75.50311828,42.94039011
16974,6,1979,North Carolina,67.7,70,-79.37237975,35.54153412
16975,6,1979,North Dakota,55.9,58.3,-100.4693211,47.44633852
16976,6,1979,Ohio,63.6,64.5,-82.7900612,40.29145221
16977,6,1979,Oklahoma,70.6,72.5,-97.50829271,35.58348565
16978,6,1979,Oregon,55.3,53.8,-120.5554134,43.93664816
16979,6,1979,Pennsylvania,60.6,61.8,-77.79955956,40.87383785
16980,6,1979,Rhode Island,61.7,60.4,-71.55361205,41.67608139
16981,6,1979,South Carolina,71.4,73.7,-80.89613969,33.90797425
16982,6,1979,South Dakota,59.4,60.9,-100.2305075,44.4361607
16983,6,1979,Tennessee,68.3,70,-86.34338037,35.84298709
16984,6,1979,Texas,73.5,76,-99.35069715,31.48446438
16985,6,1979,Utah,59.4,59.4,-111.6782164,39.32379475
16986,6,1979,Vermont,58,56.6,-72.66264936,44.07519583
16987,6,1979,Virginia,65,67,-78.81225447,37.51502389
16988,6,1979,Washington,55.9,54.7,-120.4468664,47.38096888
16989,6,1979,West Virginia,62.5,64.3,-80.61371197,38.64259874
16990,6,1979,Wisconsin,57.4,59.4,-90.01169426,44.63803019
16991,6,1979,Wyoming,52.6,53,-107.5514541,42.99964203
16992,7,1979,Alabama,77.1,78.7,-86.82837194,32.78983219
16993,7,1979,Arizona,76.9,77,-111.6644183,34.29310987
16994,7,1979,Arkansas,76.7,78.4,-92.43926766,34.89974533
16995,7,1979,California,72,71.4,-119.610699,37.24607067
16996,7,1979,Colorado,63.8,64.2,-105.5478247,38.99855182
16997,7,1979,Connecticut,68.2,68,-72.72570604,41.62028634
16998,7,1979,Delaware,70.6,73.1,-75.40040409,38.88701645
16999,7,1979,Florida,80.6,80.2,-81.79746387,28.62843926
17000,7,1979,Georgia,76.6,78.5,-83.44634183,32.64922907
17001,7,1979,Idaho,61.6,60.9,-114.6593823,44.08908951
17002,7,1979,Illinois,72.8,73.5,-89.19839676,40.06504091
17003,7,1979,Indiana,71.2,72.5,-86.27563973,39.90814123
17004,7,1979,Iowa,70.6,71.5,-93.50006496,42.07462688
17005,7,1979,Kansas,75.2,76.1,-98.38021317,38.48470815
17006,7,1979,Kentucky,72.2,74.4,-85.29045609,37.52666746
17007,7,1979,Louisiana,80.2,80.8,-92.58566202,31.05840696
17008,7,1979,Maine,64.2,62.6,-69.22664746,45.37143349
17009,7,1979,Maryland,70.4,72.9,-76.77245461,39.0369223
17010,7,1979,Massachusetts,67.6,67,-71.79863942,42.2533024
17011,7,1979,Michigan,65,65.7,-85.43716696,44.35068131
17012,7,1979,Minnesota,65.8,66.3,-94.30901265,46.31633293
17013,7,1979,Mississippi,78.4,79.5,-89.66521368,32.75086663
17014,7,1979,Missouri,74,75.3,-92.47741016,38.36761316
17015,7,1979,Montana,62.6,62,-109.6451486,47.03353642
17016,7,1979,Nebraska,70.4,71.4,-99.81080907,41.52714896
17017,7,1979,Nevada,68.4,68.1,-116.6552255,39.35623735
17018,7,1979,New Hampshire,65.2,64.1,-71.57759415,43.68563175
17019,7,1979,New Jersey,69.4,71,-74.66075411,40.18442736
17020,7,1979,New Mexico,69.8,70.9,-106.1083886,34.42137076
17021,7,1979,New York,65.6,65.8,-75.50311828,42.94039011
17022,7,1979,North Carolina,72.3,75.2,-79.37237975,35.54153412
17023,7,1979,North Dakota,66.6,66,-100.4693211,47.44633852
17024,7,1979,Ohio,69.4,71,-82.7900612,40.29145221
17025,7,1979,Oklahoma,78,79.3,-97.50829271,35.58348565
17026,7,1979,Oregon,62,61,-120.5554134,43.93664816
17027,7,1979,Pennsylvania,66.6,68.2,-77.79955956,40.87383785
17028,7,1979,Rhode Island,68,67.5,-71.55361205,41.67608139
17029,7,1979,South Carolina,75.8,78.4,-80.89613969,33.90797425
17030,7,1979,South Dakota,68.6,69.2,-100.2305075,44.4361607
17031,7,1979,Tennessee,73.6,75.5,-86.34338037,35.84298709
17032,7,1979,Texas,79.6,81,-99.35069715,31.48446438
17033,7,1979,Utah,67.8,67.7,-111.6782164,39.32379475
17034,7,1979,Vermont,64.4,63.4,-72.66264936,44.07519583
17035,7,1979,Virginia,70,72.8,-78.81225447,37.51502389
